Subject ID,Scan Type,Processing Info,File Path
016,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_016_t1.nii
016,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_016_t1ce.nii
016,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_016_t2.nii
017,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_017_flair.nii
017,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_017_seg.nii
017,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_017_t1.nii
017,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_017_t1ce.nii
017,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_017_t2.nii
018,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_018_flair.nii
018,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_018_seg.nii
018,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_018_t1.nii
018,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_018_t1ce.nii
018,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_018_t2.nii
019,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_019_flair.nii
019,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_019_seg.nii
019,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_019_t1.nii
019,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_019_t1ce.nii
019,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_019_t2.nii
020,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_020_flair.nii
020,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_020_seg.nii
020,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_020_t1.nii
020,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_020_t1ce.nii
020,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_020_t2.nii
021,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_021_flair.nii
021,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_021_seg.nii
021,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_021_t1.nii
021,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_021_t1ce.nii
021,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_021_t2.nii
022,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_022_flair.nii
022,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_022_seg.nii
022,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_022_t1.nii
022,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_022_t1ce.nii
022,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_022_t2.nii
023,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_023_flair.nii
023,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_023_seg.nii
023,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_023_t1.nii
023,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_023_t1ce.nii
023,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_023_t2.nii
024,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_024_flair.nii
024,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_024_seg.nii
024,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_024_t1.nii
024,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_024_t1ce.nii
024,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_024_t2.nii
025,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_025_flair.nii
025,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_025_seg.nii
025,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_025_t1.nii
025,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_025_t1ce.nii
025,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_025_t2.nii
026,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_026_flair.nii
026,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_026_seg.nii
026,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_026_t1.nii
026,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_026_t1ce.nii
026,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_026_t2.nii
027,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_027_flair.nii
027,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_027_seg.nii
027,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_027_t1.nii
027,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_027_t1ce.nii
027,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_027_t2.nii
028,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_028_flair.nii
028,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_028_seg.nii
028,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_028_t1.nii
028,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_028_t1ce.nii
028,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_028_t2.nii
029,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_029_flair.nii
029,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_029_seg.nii
029,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_029_t1.nii
029,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_029_t1ce.nii
029,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_029_t2.nii
030,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_030_flair.nii
030,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_030_seg.nii
030,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_030_t1.nii
030,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_030_t1ce.nii
030,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_030_t2.nii
031,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_031_flair.nii
031,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_031_seg.nii
031,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_031_t1.nii
031,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_031_t1ce.nii
031,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_031_t2.nii
032,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_032_flair.nii
032,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_032_seg.nii
032,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_032_t1.nii
032,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_032_t1ce.nii
032,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_032_t2.nii
033,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_033_flair.nii
033,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_033_seg.nii
033,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_033_t1.nii
033,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_033_t1ce.nii
033,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_033_t2.nii
034,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_034_flair.nii
034,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_034_seg.nii
034,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_034_t1.nii
034,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_034_t1ce.nii
034,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_034_t2.nii
035,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_035_flair.nii
035,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_035_seg.nii
035,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_035_t1.nii
035,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_035_t1ce.nii
035,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_035_t2.nii
036,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_036_flair.nii
036,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_036_seg.nii
036,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_036_t1.nii
036,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_036_t1ce.nii
036,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_036_t2.nii
037,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_037_flair.nii
037,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_037_seg.nii
037,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_037_t1.nii
037,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_037_t1ce.nii
037,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_037_t2.nii
038,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_038_flair.nii
038,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_038_seg.nii
038,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_038_t1.nii
038,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_038_t1ce.nii
038,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_038_t2.nii
039,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_039_flair.nii
039,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_039_seg.nii
039,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_039_t1.nii
039,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_039_t1ce.nii
039,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_039_t2.nii
040,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_040_flair.nii
040,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_040_seg.nii
040,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_040_t1.nii
040,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_040_t1ce.nii
040,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_040_t2.nii
041,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_041_flair.nii
041,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_041_seg.nii
041,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_041_t1.nii
041,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_041_t1ce.nii
041,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_041_t2.nii
042,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_042_flair.nii
042,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_042_seg.nii
042,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_042_t1.nii
042,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_042_t1ce.nii
042,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_042_t2.nii
043,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_043_flair.nii
043,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_043_seg.nii
043,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_043_t1.nii
043,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_043_t1ce.nii
043,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_043_t2.nii
044,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_044_flair.nii
044,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_044_seg.nii
044,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_044_t1.nii
044,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_044_t1ce.nii
044,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_044_t2.nii
045,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_045_flair.nii
045,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_045_seg.nii
045,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_045_t1.nii
045,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_045_t1ce.nii
045,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_045_t2.nii
046,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_046_flair.nii
046,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_046_seg.nii
046,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_046_t1.nii
046,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_046_t1ce.nii
046,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_046_t2.nii
047,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_047_flair.nii
047,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_047_seg.nii
047,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_047_t1.nii
047,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_047_t1ce.nii
047,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_047_t2.nii
048,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_048_flair.nii
048,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_048_seg.nii
048,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_048_t1.nii
048,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_048_t1ce.nii
048,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_048_t2.nii
049,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_049_flair.nii
049,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_049_seg.nii
049,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_049_t1.nii
049,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_049_t1ce.nii
049,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_049_t2.nii
050,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_050_flair.nii
050,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_050_seg.nii
050,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_050_t1.nii
050,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_050_t1ce.nii
050,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_050_t2.nii
051,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_051_flair.nii
051,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_051_seg.nii
051,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_051_t1.nii
051,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_051_t1ce.nii
051,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_051_t2.nii
052,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_052_flair.nii
052,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_052_seg.nii
052,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_052_t1.nii
052,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_052_t1ce.nii
052,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_052_t2.nii
053,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_053_flair.nii
053,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_053_seg.nii
053,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_053_t1.nii
053,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_053_t1ce.nii
053,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_053_t2.nii
054,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_054_flair.nii
054,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_054_seg.nii
054,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_054_t1.nii
054,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_054_t1ce.nii
054,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_054_t2.nii
055,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_055_flair.nii
055,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_055_seg.nii
055,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_055_t1.nii
055,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_055_t1ce.nii
055,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_055_t2.nii
056,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_056_flair.nii
056,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_056_seg.nii
056,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_056_t1.nii
056,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_056_t1ce.nii
056,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_056_t2.nii
057,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_057_flair.nii
057,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_057_seg.nii
057,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_057_t1.nii
057,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_057_t1ce.nii
057,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_057_t2.nii
058,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_058_flair.nii
058,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_058_seg.nii
058,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_058_t1.nii
058,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_058_t1ce.nii
058,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_058_t2.nii
059,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_059_flair.nii
059,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_059_seg.nii
059,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_059_t1.nii
059,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_059_t1ce.nii
059,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_059_t2.nii
060,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_060_flair.nii
060,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_060_seg.nii
060,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_060_t1.nii
060,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_060_t1ce.nii
060,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_060_t2.nii
061,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_061_flair.nii
061,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_061_seg.nii
061,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_061_t1.nii
061,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_061_t1ce.nii
061,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_061_t2.nii
062,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_062_flair.nii
062,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_062_seg.nii
062,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_062_t1.nii
062,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_062_t1ce.nii
062,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_062_t2.nii
063,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_063_flair.nii
063,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_063_seg.nii
063,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_063_t1.nii
063,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_063_t1ce.nii
063,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_063_t2.nii
064,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_064_flair.nii
064,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_064_seg.nii
064,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_064_t1.nii
064,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_064_t1ce.nii
064,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_064_t2.nii
065,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_065_flair.nii
065,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_065_seg.nii
065,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_065_t1.nii
065,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_065_t1ce.nii
065,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_065_t2.nii
066,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_066_flair.nii
066,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_066_seg.nii
066,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_066_t1.nii
066,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_066_t1ce.nii
066,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_066_t2.nii
067,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_067_flair.nii
067,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_067_seg.nii
067,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_067_t1.nii
067,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_067_t1ce.nii
067,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_067_t2.nii
068,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_068_flair.nii
068,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_068_seg.nii
068,t1,raw,../data/flattened_nii_files_2020/BraTS20_Training_068_t1.nii
068,t1ce,raw,../data/flattened_nii_files_2020/BraTS20_Training_068_t1ce.nii
068,t2,raw,../data/flattened_nii_files_2020/BraTS20_Training_068_t2.nii
069,flair,raw,../data/flattened_nii_files_2020/BraTS20_Training_069_flair.nii
069,seg,raw,../data/flattened_nii_files_2020/BraTS20_Training_069_seg.nii
